"YEAR","state","Type_of_Producer","Total","Coal","HydroElectric","Gas","Petroleum","Wind","wood","Nuclear","biomass","Other Gases","Pumped Storage","Geothermal","Other","Solar","GeoFips","GeoName","GdpinMioUSD","SunHours","sunUnit","AvgWindSpeed","UnitWind","Population","EducationIndex","dem_percent","rep_percent"
1997,"WA","Electric Generators, Electric Utilities",117453024,6965990,103644592,228754,16297,0,353256,6244135,0,0,0,0,0,0,"53000","Washington",604253.8,"3.57","hours","15.03","mph"," 6,899,123","13.94",58,38.8
1997,"WA","Combined Heat and Power, Industrial Power",1204831,17930,216693,235063,33964,0,664478,0,36703,0,0,0,0,0,"53000","Washington",604253.8,"3.57","hours","15.03","mph"," 6,899,123","13.94",58,38.8
1997,"WA","Combined Heat and Power, Electric Power",2947067,0,0,2470873,177569,0,0,0,8130,290495,0,0,0,0,"53000","Washington",604253.8,"3.57","hours","15.03","mph"," 6,899,123","13.94",58,38.8
1997,"WA","Combined Heat and Power, Commercial Power",113510,6599,79181,26971,759,0,0,0,0,0,0,0,0,0,"53000","Washington",604253.8,"3.57","hours","15.03","mph"," 6,899,123","13.94",58,38.8
1997,"WI","Total Electric Power Industry",51414008,41976485,2483293,1424354,410749,0,868574,3915871,334682,0,0,0,0,0,"55000","Wisconsin",337714,"4.29","hours","18.40","mph"," 5,724,692","13.63",49.4,48.8
1997,"WI","Electric Generators, Independent Power Producers",164657,0,12526,13,0,0,0,0,152118,0,0,0,0,0,"55000","Wisconsin",337714,"4.29","hours","18.40","mph"," 5,724,692","13.63",49.4,48.8
1997,"WI","Electric Generators, Electric Utilities",48560127,40819517,2182208,1100895,169863,0,213980,3915871,157793,0,0,0,0,0,"55000","Wisconsin",337714,"4.29","hours","18.40","mph"," 5,724,692","13.63",49.4,48.8
1997,"WI","Combined Heat and Power, Industrial Power",2562111,1145487,280370,227779,240329,0,653149,0,14997,0,0,0,0,0,"55000","Wisconsin",337714,"4.29","hours","18.40","mph"," 5,724,692","13.63",49.4,48.8
1997,"WI","Combined Heat and Power, Commercial Power",127113,11481,8189,95667,557,0,1445,0,9774,0,0,0,0,0,"55000","Wisconsin",337714,"4.29","hours","18.40","mph"," 5,724,692","13.63",49.4,48.8
1997,"WV","Total Electric Power Industry",91528877,89845529,1138769,216746,189598,0,0,0,0,138004,0,0,231,0,"54000","West Virginia",75855,"3.65","hours","18.72","mph"," 1,853,881","12.84",29.7,68.6
1997,"WV","Electric Generators, Independent Power Producers",960345,705591,252790,1964,0,0,0,0,0,0,0,0,0,0,"54000","West Virginia",75855,"3.65","hours","18.72","mph"," 1,853,881","12.84",29.7,68.6
1997,"WV","Electric Generators, Electric Utilities",88284461,87714945,377192,21355,170969,0,0,0,0,0,0,0,0,0,"54000","West Virginia",75855,"3.65","hours","18.72","mph"," 1,853,881","12.84",29.7,68.6
1997,"WV","Combined Heat and Power, Industrial Power",1827648,993435,508787,168562,18629,0,0,0,0,138004,0,0,231,0,"54000","West Virginia",75855,"3.65","hours","18.72","mph"," 1,853,881","12.84",29.7,68.6
1997,"WV","Combined Heat and Power, Electric Power",456423,431558,0,24865,0,0,0,0,0,0,0,0,0,0,"54000","West Virginia",75855,"3.65","hours","18.72","mph"," 1,853,881","12.84",29.7,68.6
1997,"WY","Total Electric Power Industry",41409562,39499793,1380713,385562,63481,0,0,0,0,7124,0,0,72889,0,"56000","Wyoming",36323.5,"6.06","hours","20.88","mph"," 575,251","13.70",26.6,69.9
1997,"WY","Electric Generators, Electric Utilities",40765087,39315335,1380713,10274,58765,0,0,0,0,0,0,0,0,0,"56000","Wyoming",36323.5,"6.06","hours","20.88","mph"," 575,251","13.70",26.6,69.9
1997,"WY","Combined Heat and Power, Industrial Power",644475,184458,0,375288,4716,0,0,0,0,7124,0,0,72889,0,"56000","Wyoming",36323.5,"6.06","hours","20.88","mph"," 575,251","13.70",26.6,69.9
1998,"AK","Total Electric Power Industry",5828845,524613,1113332,3352895,836467,0,1538,0,0,0,0,0,0,0,"02000","Alaska",49820,"3.99","hours","16.35","mph"," 728,300","13.81",42.8,52.8
1998,"AK","Electric Generators, Electric Utilities",4590270,171053,1113332,2548971,756914,0,0,0,0,0,0,0,0,0,"02000","Alaska",49820,"3.99","hours","16.35","mph"," 728,300","13.81",42.8,52.8
1998,"AK","Combined Heat and Power, Industrial Power",876375,0,0,803924,71574,0,877,0,0,0,0,0,0,0,"02000","Alaska",49820,"3.99","hours","16.35","mph"," 728,300","13.81",42.8,52.8
1998,"AK","Combined Heat and Power, Electric Power",211373,210238,0,0,474,0,661,0,0,0,0,0,0,0,"02000","Alaska",49820,"3.99","hours","16.35","mph"," 728,300","13.81",42.8,52.8
1998,"AK","Combined Heat and Power, Commercial Power",150827,143322,0,0,7505,0,0,0,0,0,0,0,0,0,"02000","Alaska",49820,"3.99","hours","16.35","mph"," 728,300","13.81",42.8,52.8
1998,"AL","Total Electric Power Industry",119862125,71940036,10564857,3751698,453674,0,4212160,28662513,7958,268002,0,0,1227,0,"01000","Alabama",226896.5,"4.23","hours","14.70","mph"," 4,817,678","13.12",36.6,62
1998,"AL","Electric Generators, Independent Power Producers",4410,0,0,4410,0,0,0,0,0,0,0,0,0,0,"01000","Alabama",226896.5,"4.23","hours","14.70","mph"," 4,817,678","13.12",36.6,62
1998,"AL","Electric Generators, Electric Utilities",113393840,71457433,10564857,2448942,260095,0,0,28662513,0,0,0,0,0,0,"01000","Alabama",226896.5,"4.23","hours","14.70","mph"," 4,817,678","13.12",36.6,62
1998,"AL","Combined Heat and Power, Industrial Power",5621779,407325,0,1216537,193271,0,3527715,0,7702,268002,0,0,1227,0,"01000","Alabama",226896.5,"4.23","hours","14.70","mph"," 4,817,678","13.12",36.6,62
1998,"AL","Combined Heat and Power, Electric Power",842096,75278,0,81809,308,0,684445,0,256,0,0,0,0,0,"01000","Alabama",226896.5,"4.23","hours","14.70","mph"," 4,817,678","13.12",36.6,62
1998,"AR","Total Electric Power Industry",45665301,23180204,3116743,4507079,165349,0,1590702,13097252,7787,185,0,0,0,0,"05000","Arkansas",130750.7,"4.69","hours","16.44","mph"," 2,947,036","12.99",34.8,62.4
1998,"AR","Electric Generators, Independent Power Producers",3100,0,3100,0,0,0,0,0,0,0,0,0,0,0,"05000","Arkansas",130750.7,"4.69","hours","16.44","mph"," 2,947,036","12.99",34.8,62.4
1998,"AR","Electric Generators, Electric Utilities",43198908,23140020,3113643,3704159,143834,0,0,13097252,0,0,0,0,0,0,"05000","Arkansas",130750.7,"4.69","hours","16.44","mph"," 2,947,036","12.99",34.8,62.4
1998,"AR","Combined Heat and Power, Industrial Power",2422110,40184,0,770642,17355,0,1590702,0,3042,185,0,0,0,0,"05000","Arkansas",130750.7,"4.69","hours","16.44","mph"," 2,947,036","12.99",34.8,62.4
1998,"AR","Combined Heat and Power, Commercial Power",41183,0,0,32278,4160,0,0,0,4745,0,0,0,0,0,"05000","Arkansas",130750.7,"4.69","hours","16.44","mph"," 2,947,036","12.99",34.8,62.4
1998,"AZ","Total Electric Power Industry",82095072,36563427,10970189,3928204,63216,0,0,30301045,0,0,268991,0,0,0,"04000","Arizona",373719,"6.57","hours","15.92","mph"," 6,561,516","13.50",49.4,49.1
1998,"AZ","Electric Generators, Electric Utilities",81299241,36225373,10970189,3472416,61227,0,0,30301045,0,0,268991,0,0,0,"04000","Arizona",373719,"6.57","hours","15.92","mph"," 6,561,516","13.50",49.4,49.1
1998,"AZ","Combined Heat and Power, Industrial Power",365507,338054,0,27012,441,0,0,0,0,0,0,0,0,0,"04000","Arizona",373719,"6.57","hours","15.92","mph"," 6,561,516","13.50",49.4,49.1
1998,"AZ","Combined Heat and Power, Electric Power",410095,0,0,410095,0,0,0,0,0,0,0,0,0,0,"04000","Arizona",373719,"6.57","hours","15.92","mph"," 6,561,516","13.50",49.4,49.1
1998,"AZ","Combined Heat and Power, Commercial Power",20229,0,0,18681,1548,0,0,0,0,0,0,0,0,0,"04000","Arizona",373719,"6.57","hours","15.92","mph"," 6,561,516","13.50",49.4,49.1
1998,"CA","Total Electric Power Industry",189600706,2159070,49548200,75131992,2213072,2757869,3148981,34594206,2399711,3076556,1208801,12839684,20225,502339,"06000","California",3007187.7,"5.38","hours","13.54","mph"," 38,066,920","13.44",63.5,34.3
1998,"CA","Electric Generators, Independent Power Producers",31928914,0,2061188,13958291,782958,2755313,2231995,0,1815753,0,0,7823461,0,499955,"06000","California",3007187.7,"5.38","hours","13.54","mph"," 38,066,920","13.44",63.5,34.3
1998,"CA","Electric Generators, Electric Utilities",114926213,0,47475341,26385452,121385,2556,0,34594206,119865,0,1208801,5016223,0,2384,"06000","California",3007187.7,"5.38","hours","13.54","mph"," 38,066,920","13.44",63.5,34.3
1998,"CA","Combined Heat and Power, Industrial Power",17441143,445047,0,12683138,461335,0,843345,0,32963,2961138,0,0,14177,0,"06000","California",3007187.7,"5.38","hours","13.54","mph"," 38,066,920","13.44",63.5,34.3
1998,"CA","Combined Heat and Power, Electric Power",23266897,1714023,0,20337866,844281,0,73641,0,175821,115217,0,0,6048,0,"06000","California",3007187.7,"5.38","hours","13.54","mph"," 38,066,920","13.44",63.5,34.3
1998,"CA","Combined Heat and Power, Commercial Power",2037539,0,11671,1767245,3113,0,0,0,255309,201,0,0,0,0,"06000","California",3007187.7,"5.38","hours","13.54","mph"," 38,066,920","13.44",63.5,34.3
1998,"CO","Total Electric Power Industry",38881563,33357849,1461961,3936314,49190,0,0,0,30719,0,45530,0,0,0,"08000","Colorado",382584.7,"4.87","hours","20.16","mph"," 5,197,580","14.14",55.4,41.9
1998,"CO","Electric Generators, Independent Power Producers",308412,0,115791,192621,0,0,0,0,0,0,0,0,0,0,"08000","Colorado",382584.7,"4.87","hours","20.16","mph"," 5,197,580","14.14",55.4,41.9
1998,"CO","Electric Generators, Electric Utilities",35471294,33079201,1346170,963657,36736,0,0,0,0,0,45530,0,0,0,"08000","Colorado",382584.7,"4.87","hours","20.16","mph"," 5,197,580","14.14",55.4,41.9
1998,"CO","Combined Heat and Power, Industrial Power",90582,0,0,79342,11240,0,0,0,0,0,0,0,0,0,"08000","Colorado",382584.7,"4.87","hours","20.16","mph"," 5,197,580","14.14",55.4,41.9
1998,"CO","Combined Heat and Power, Electric Power",2850203,278648,0,2570736,819,0,0,0,0,0,0,0,0,0,"08000","Colorado",382584.7,"4.87","hours","20.16","mph"," 5,197,580","14.14",55.4,41.9
1998,"CO","Combined Heat and Power, Commercial Power",161072,0,0,129958,395,0,0,0,30719,0,0,0,0,0,"08000","Colorado",382584.7,"4.87","hours","20.16","mph"," 5,197,580","14.14",55.4,41.9
1998,"CT","Total Electric Power Industry",19691492,3016247,448285,2257468,8665082,0,0,3243003,2061079,239,89,0,0,0,"09000","Connecticut",276422.9,"3.84","hours","13.97","mph"," 3,592,053","14.05",59.3,39.2
1998,"CT","Electric Generators, Independent Power Producers",1460849,0,63838,227899,1603,0,0,0,1167270,239,0,0,0,0,"09000","Connecticut",276422.9,"3.84","hours","13.97","mph"," 3,592,053","14.05",59.3,39.2
1998,"CT","Electric Generators, Electric Utilities",15122925,1482608,384447,977388,8608001,0,0,3243003,427389,0,89,0,0,0,"09000","Connecticut",276422.9,"3.84","hours","13.97","mph"," 3,592,053","14.05",59.3,39.2
1998,"CT","Combined Heat and Power, Industrial Power",362504,0,0,310323,52181,0,0,0,0,0,0,0,0,0,"09000","Connecticut",276422.9,"3.84","hours","13.97","mph"," 3,592,053","14.05",59.3,39.2
1998,"CT","Combined Heat and Power, Electric Power",2263539,1524044,0,736692,2803,0,0,0,0,0,0,0,0,0,"09000","Connecticut",276422.9,"3.84","hours","13.97","mph"," 3,592,053","14.05",59.3,39.2
1998,"CT","Combined Heat and Power, Commercial Power",481675,9595,0,5166,494,0,0,0,466420,0,0,0,0,0,"09000","Connecticut",276422.9,"3.84","hours","13.97","mph"," 3,592,053","14.05",59.3,39.2
1998,"DC","Total Electric Power Industry",243975,0,0,0,243975,0,0,0,0,0,0,0,0,0,"11000","District of Columbia",144554.8,0,0,"31.44","mph"," 633,736","14.93",92.1,5.4
1998,"DC","Electric Generators, Electric Utilities",243975,0,0,0,243975,0,0,0,0,0,0,0,0,0,"11000","District of Columbia",144554.8,0,0,"31.44","mph"," 633,736","14.93",92.1,5.4
1998,"DE","Total Electric Power Industry",6898585,3906177,0,1276972,1523634,0,0,0,0,187641,0,0,4161,0,"10000","Delaware",75786.5,"4.23","hours","12.91","mph"," 917,060","13.60",58.7,39.8
1998,"DE","Electric Generators, Electric Utilities",6317738,3811669,0,1271605,1234464,0,0,0,0,0,0,0,0,0,"10000","Delaware",75786.5,"4.23","hours","12.91","mph"," 917,060","13.60",58.7,39.8
1998,"DE","Combined Heat and Power, Industrial Power",580847,94508,0,5367,289170,0,0,0,0,187641,0,0,4161,0,"10000","Delaware",75786.5,"4.23","hours","12.91","mph"," 917,060","13.60",58.7,39.8
1998,"FL","Total Electric Power Industry",189628996,70279444,198505,38923191,41521651,0,2073964,31115419,3393368,80305,0,0,2043149,0,"12000","Florida",1106035.5,"5.67","hours","14.63","mph"," 19,361,792","13.42",47.9,51.2
1998,"FL","Electric Generators, Independent Power Producers",4257920,0,0,901257,15575,0,188679,0,3097865,54544,0,0,0,0,"12000","Florida",1106035.5,"5.67","hours","14.63","mph"," 19,361,792","13.42",47.9,51.2
1998,"FL","Electric Generators, Electric Utilities",169447167,65470151,198505,31710512,40952580,0,0,31115419,0,0,0,0,0,0,"12000","Florida",1106035.5,"5.67","hours","14.63","mph"," 19,361,792","13.42",47.9,51.2
1998,"FL","Combined Heat and Power, Industrial Power",6443329,343422,0,1703510,442585,0,1751163,0,133766,25734,0,0,2043149,0,"12000","Florida",1106035.5,"5.67","hours","14.63","mph"," 19,361,792","13.42",47.9,51.2
1998,"FL","Combined Heat and Power, Electric Power",9348092,4465871,0,4513185,110522,0,134122,0,124365,27,0,0,0,0,"12000","Florida",1106035.5,"5.67","hours","14.63","mph"," 19,361,792","13.42",47.9,51.2
1998,"FL","Combined Heat and Power, Commercial Power",132488,0,0,94727,389,0,0,0,37372,0,0,0,0,0,"12000","Florida",1106035.5,"5.67","hours","14.63","mph"," 19,361,792","13.42",47.9,51.2
1998,"GA","Total Electric Power Industry",115323706,70878052,5234521,3293140,1571191,0,3078070,31380401,54348,0,-172698,0,6681,0,"13000","Georgia",622627.8,"4.74","hours","15.34","mph"," 9,907,756","13.41",49.5,49.3
1998,"GA","Electric Generators, Independent Power Producers",406684,0,10234,372483,5044,0,0,0,18923,0,0,0,0,0,"13000","Georgia",622627.8,"4.74","hours","15.34","mph"," 9,907,756","13.41",49.5,49.3
1998,"GA","Electric Generators, Electric Utilities",108716930,69871150,5198370,1768783,670924,0,0,31380401,0,0,-172698,0,0,0,"13000","Georgia",622627.8,"4.74","hours","15.34","mph"," 9,907,756","13.41",49.5,49.3
1998,"GA","Combined Heat and Power, Industrial Power",5390500,1006902,25917,389114,848391,0,3078070,0,35425,0,0,0,6681,0,"13000","Georgia",622627.8,"4.74","hours","15.34","mph"," 9,907,756","13.41",49.5,49.3
1998,"GA","Combined Heat and Power, Electric Power",791806,0,0,762760,29046,0,0,0,0,0,0,0,0,0,"13000","Georgia",622627.8,"4.74","hours","15.34","mph"," 9,907,756","13.41",49.5,49.3
1998,"GA","Combined Heat and Power, Commercial Power",17786,0,0,0,17786,0,0,0,0,0,0,0,0,0,"13000","Georgia",622627.8,"4.74","hours","15.34","mph"," 9,907,756","13.41",49.5,49.3
1998,"HI","Total Electric Power Industry",10228082,1434868,121273,0,7851068,19281,0,0,504066,60443,0,237083,0,0,"15000","Hawaii",82884.6,"6.02","hours","14.03","mph"," 1,392,704","13.80",63.7,34.3
1998,"HI","Electric Generators, Independent Power Producers",647103,0,32187,0,2542,18969,0,0,356322,0,0,237083,0,0,"15000","Hawaii",82884.6,"6.02","hours","14.03","mph"," 1,392,704","13.80",63.7,34.3
1998,"HI","Electric Generators, Electric Utilities",6301169,0,13750,0,6287107,312,0,0,0,0,0,0,0,0,"15000","Hawaii",82884.6,"6.02","hours","14.03","mph"," 1,392,704","13.80",63.7,34.3
1998,"HI","Combined Heat and Power, Industrial Power",489879,18883,75336,0,195447,0,0,0,139770,60443,0,0,0,0,"15000","Hawaii",82884.6,"6.02","hours","14.03","mph"," 1,392,704","13.80",63.7,34.3
1998,"HI","Combined Heat and Power, Electric Power",2789931,1415985,0,0,1365972,0,0,0,7974,0,0,0,0,0,"15000","Hawaii",82884.6,"6.02","hours","14.03","mph"," 1,392,704","13.80",63.7,34.3
1998,"IA","Total Electric Power Industry",38448789,32999971,912915,560892,116543,89,989,3767513,89877,0,0,0,0,0,"19000","Iowa",194267.6,"4.55","hours","18.09","mph"," 3,078,116","13.60",44.9,53.1
1998,"IA","Electric Generators, Independent Power Producers",23057,0,19696,0,3361,0,0,0,0,0,0,0,0,0,"19000","Iowa",194267.6,"4.55","hours","18.09","mph"," 3,078,116","13.60",44.9,53.1
1998,"IA","Electric Generators, Electric Utilities",37085476,31883678,893219,412281,109620,89,0,3767513,19076,0,0,0,0,0,"19000","Iowa",194267.6,"4.55","hours","18.09","mph"," 3,078,116","13.60",44.9,53.1
1998,"IA","Combined Heat and Power, Industrial Power",1086550,955770,0,129632,159,0,989,0,0,0,0,0,0,0,"19000","Iowa",194267.6,"4.55","hours","18.09","mph"," 3,078,116","13.60",44.9,53.1
1998,"IA","Combined Heat and Power, Electric Power",145669,97815,0,0,0,0,0,0,47854,0,0,0,0,0,"19000","Iowa",194267.6,"4.55","hours","18.09","mph"," 3,078,116","13.60",44.9,53.1
1998,"IA","Combined Heat and Power, Commercial Power",108037,62708,0,18979,3403,0,0,0,22947,0,0,0,0,0,"19000","Iowa",194267.6,"4.55","hours","18.09","mph"," 3,078,116","13.60",44.9,53.1
1998,"ID","Total Electric Power Industry",13908673,48120,12935550,337152,625,0,503662,0,50,0,0,0,83514,0,"16000","Idaho",83821.6,"4.92","hours","20.59","mph"," 1,599,464","13.54",33.1,63.9
1998,"ID","Electric Generators, Independent Power Producers",957724,0,957724,0,0,0,0,0,0,0,0,0,0,0,"16000","Idaho",83821.6,"4.92","hours","20.59","mph"," 1,599,464","13.54",33.1,63.9
1998,"ID","Electric Generators, Electric Utilities",11978079,0,11977826,0,253,0,0,0,0,0,0,0,0,0,"16000","Idaho",83821.6,"4.92","hours","20.59","mph"," 1,599,464","13.54",33.1,63.9
1998,"ID","Combined Heat and Power, Industrial Power",758335,48120,0,170308,372,0,455971,0,50,0,0,0,83514,0,"16000","Idaho",83821.6,"4.92","hours","20.59","mph"," 1,599,464","13.54",33.1,63.9
1998,"ID","Combined Heat and Power, Electric Power",214535,0,0,166844,0,0,47691,0,0,0,0,0,0,0,"16000","Idaho",83821.6,"4.92","hours","20.59","mph"," 1,599,464","13.54",33.1,63.9
1998,"IL","Total Electric Power Industry",138464562,75355161,137713,5524342,862421,0,1229,55595668,625894,342824,0,0,19310,0,"17000","Illinois",858366.9,"3.14","hours","18.28","mph"," 12,868,747","13.72",57.5,40.6
1998,"IL","Electric Generators, Independent Power Producers",3521052,3134394,82907,9445,0,0,0,0,294306,0,0,0,0,0,"17000","Illinois",858366.9,"3.14","hours","18.28","mph"," 12,868,747","13.72",57.5,40.6
1998,"IL","Electric Generators, Electric Utilities",131273709,70306091,50731,4483112,838107,0,0,55595668,0,0,0,0,0,0,"17000","Illinois",858366.9,"3.14","hours","18.28","mph"," 12,868,747","13.72",57.5,40.6
1998,"IL","Combined Heat and Power, Industrial Power",3106332,1865925,0,811944,21875,0,1229,0,43225,342824,0,0,19310,0,"17000","Illinois",858366.9,"3.14","hours","18.28","mph"," 12,868,747","13.72",57.5,40.6
1998,"IL","Combined Heat and Power, Electric Power",293627,0,0,8764,0,0,0,0,284863,0,0,0,0,0,"17000","Illinois",858366.9,"3.14","hours","18.28","mph"," 12,868,747","13.72",57.5,40.6
1998,"IL","Combined Heat and Power, Commercial Power",269842,48751,4075,211077,2439,0,0,0,3500,0,0,0,0,0,"17000","Illinois",858366.9,"3.14","hours","18.28","mph"," 12,868,747","13.72",57.5,40.6
1998,"IN","Total Electric Power Industry",117471525,111818095,478668,2077154,1077101,0,0,0,124111,1896396,0,0,0,0,"18000","Indiana",375336.7,"4.21","hours","17.84","mph"," 6,542,411","13.29",41,57
1998,"IN","Electric Generators, Independent Power Producers",787746,344223,0,355805,0,0,0,0,87718,0,0,0,0,0,"18000","Indiana",375336.7,"4.21","hours","17.84","mph"," 6,542,411","13.29",41,57
1998,"IN","Electric Generators, Electric Utilities",112771878,110696190,478668,775490,821530,0,0,0,0,0,0,0,0,0,"18000","Indiana",375336.7,"4.21","hours","17.84","mph"," 6,542,411","13.29",41,57
1998,"IN","Combined Heat and Power, Industrial Power",3715307,631674,0,933992,253245,0,0,0,0,1896396,0,0,0,0,"18000","Indiana",375336.7,"4.21","hours","17.84","mph"," 6,542,411","13.29",41,57
1998,"IN","Combined Heat and Power, Commercial Power",196594,146008,0,11867,2326,0,0,0,36393,0,0,0,0,0,"18000","Indiana",375336.7,"4.21","hours","17.84","mph"," 6,542,411","13.29",41,57
1998,"KS","Total Electric Power Industry",41585228,28023687,11425,3016797,122601,0,0,10410718,0,0,0,0,0,0,"20000","Kansas",175141.8,"5.79","hours","19.30","mph"," 2,882,946","13.79",41.6,56.2
1998,"KS","Electric Generators, Independent Power Producers",11425,0,11425,0,0,0,0,0,0,0,0,0,0,0,"20000","Kansas",175141.8,"5.79","hours","19.30","mph"," 2,882,946","13.79",41.6,56.2
1998,"KS","Electric Generators, Electric Utilities",41480827,28023687,0,2924279,122143,0,0,10410718,0,0,0,0,0,0,"20000","Kansas",175141.8,"5.79","hours","19.30","mph"," 2,882,946","13.79",41.6,56.2
1998,"KS","Combined Heat and Power, Industrial Power",91733,0,0,91275,458,0,0,0,0,0,0,0,0,0,"20000","Kansas",175141.8,"5.79","hours","19.30","mph"," 2,882,946","13.79",41.6,56.2
1998,"KS","Combined Heat and Power, Commercial Power",1243,0,0,1243,0,0,0,0,0,0,0,0,0,0,"20000","Kansas",175141.8,"5.79","hours","19.30","mph"," 2,882,946","13.79",41.6,56.2
1998,"KY","Total Electric Power Industry",90933028,86838802,3116018,497608,464948,0,15652,0,0,0,0,0,0,0,"21000","Kentucky",212539.6,"4.94","hours","16.26","mph"," 4,383,272","13.04",36.2,62.1
1998,"KY","Electric Generators, Independent Power Producers",4766255,4426586,0,1783,337886,0,0,0,0,0,0,0,0,0,"21000","Kentucky",212539.6,"4.94","hours","16.26","mph"," 4,383,272","13.04",36.2,62.1
1998,"KY","Electric Generators, Electric Utilities",86151121,82412216,3116018,495825,127062,0,0,0,0,0,0,0,0,0,"21000","Kentucky",212539.6,"4.94","hours","16.26","mph"," 4,383,272","13.04",36.2,62.1
1998,"KY","Combined Heat and Power, Industrial Power",15652,0,0,0,0,0,15652,0,0,0,0,0,0,0,"21000","Kentucky",212539.6,"4.94","hours","16.26","mph"," 4,383,272","13.04",36.2,62.1
1998,"LA","Total Electric Power Industry",89648611,20781530,1062824,44975196,2293520,0,2718474,16427501,153407,918066,0,0,318093,0,"22000","Louisiana",235437.4,"4.92","hours","13.60","mph"," 4,601,049","12.96",39.9,58.5
1998,"LA","Electric Generators, Independent Power Producers",1264377,0,1062824,125218,2363,0,0,0,73972,0,0,0,0,0,"22000","Louisiana",235437.4,"4.92","hours","13.60","mph"," 4,601,049","12.96",39.9,58.5
1998,"LA","Electric Generators, Electric Utilities",66107474,20761891,0,28318004,600078,0,0,16427501,0,0,0,0,0,0,"22000","Louisiana",235437.4,"4.92","hours","13.60","mph"," 4,601,049","12.96",39.9,58.5
1998,"LA","Combined Heat and Power, Industrial Power",20584809,19639,0,16503569,27533,0,2718474,0,79435,918066,0,0,318093,0,"22000","Louisiana",235437.4,"4.92","hours","13.60","mph"," 4,601,049","12.96",39.9,58.5
1998,"LA","Combined Heat and Power, Electric Power",1663546,0,0,0,1663546,0,0,0,0,0,0,0,0,0,"22000","Louisiana",235437.4,"4.92","hours","13.60","mph"," 4,601,049","12.96",39.9,58.5
1998,"LA","Combined Heat and Power, Commercial Power",28405,0,0,28405,0,0,0,0,0,0,0,0,0,0,"22000","Louisiana",235437.4,"4.92","hours","13.60","mph"," 4,601,049","12.96",39.9,58.5
1998,"MA","Total Electric Power Industry",45683616,11199758,1029741,11621828,14534366,0,118028,5698414,1937066,0,-455585,0,0,0,"25000","Massachusetts",582476.8,"3.84","hours","15.76","mph"," 6,657,291","14.18",65.6,32.1
1998,"MA","Electric Generators, Independent Power Producers",12600181,2993455,257648,3128857,4254413,0,114785,0,1877095,0,-26072,0,0,0,"25000","Massachusetts",582476.8,"3.84","hours","15.76","mph"," 6,657,291","14.18",65.6,32.1
1998,"MA","Electric Generators, Electric Utilities",26036881,8168608,760785,1818857,10019730,0,0,5698414,0,0,-429513,0,0,0,"25000","Massachusetts",582476.8,"3.84","hours","15.76","mph"," 6,657,291","14.18",65.6,32.1
1998,"MA","Combined Heat and Power, Industrial Power",392164,37695,11308,227647,115514,0,0,0,0,0,0,0,0,0,"25000","Massachusetts",582476.8,"3.84","hours","15.76","mph"," 6,657,291","14.18",65.6,32.1
1998,"MA","Combined Heat and Power, Electric Power",6295787,0,0,6225285,9262,0,3243,0,57997,0,0,0,0,0,"25000","Massachusetts",582476.8,"3.84","hours","15.76","mph"," 6,657,291","14.18",65.6,32.1
1998,"MA","Combined Heat and Power, Commercial Power",358603,0,0,221182,135447,0,0,0,1974,0,0,0,0,0,"25000","Massachusetts",582476.8,"3.84","hours","15.76","mph"," 6,657,291","14.18",65.6,32.1
1998,"MD","Total Electric Power Industry",50653017,29294727,1739737,1990596,3454350,0,155647,13330598,605046,82316,0,0,0,0,"24000","Maryland",410674.7,"4.47","hours","19.74","mph"," 5,887,776","14.08",65.4,32.2
1998,"MD","Electric Generators, Independent Power Producers",305064,0,0,1457,0,0,0,0,303607,0,0,0,0,0,"24000","Maryland",410674.7,"4.47","hours","19.74","mph"," 5,887,776","14.08",65.4,32.2
1998,"MD","Electric Generators, Electric Utilities",48513503,29077013,1739737,1054177,3311978,0,0,13330598,0,0,0,0,0,0,"24000","Maryland",410674.7,"4.47","hours","19.74","mph"," 5,887,776","14.08",65.4,32.2
1998,"MD","Combined Heat and Power, Industrial Power",399999,217714,0,32077,6754,0,143454,0,0,0,0,0,0,0,"24000","Maryland",410674.7,"4.47","hours","19.74","mph"," 5,887,776","14.08",65.4,32.2
1998,"MD","Combined Heat and Power, Electric Power",1404885,0,0,902885,134923,0,0,0,284761,82316,0,0,0,0,"24000","Maryland",410674.7,"4.47","hours","19.74","mph"," 5,887,776","14.08",65.4,32.2
1998,"MD","Combined Heat and Power, Commercial Power",29566,0,0,0,695,0,12193,0,16678,0,0,0,0,0,"24000","Maryland",410674.7,"4.47","hours","19.74","mph"," 5,887,776","14.08",65.4,32.2
1998,"ME","Total Electric Power Industry",11003317,588362,3715966,3369,3145163,0,2746817,0,798697,4943,0,0,0,0,"23000","Maine",69271.8,"4.51","hours","16.95","mph"," 1,328,535","13.68",53.1,44
1998,"ME","Electric Generators, Independent Power Producers",1804636,0,597126,3362,581,0,942684,0,260883,0,0,0,0,0,"23000","Maine",69271.8,"4.51","hours","16.95","mph"," 1,328,535","13.68",53.1,44
1998,"ME","Electric Generators, Electric Utilities",3549008,0,1820306,0,1728702,0,0,0,0,0,0,0,0,0,"23000","Maine",69271.8,"4.51","hours","16.95","mph"," 1,328,535","13.68",53.1,44
1998,"ME","Combined Heat and Power, Industrial Power",4606816,247130,1298534,0,1279377,0,1521087,0,255745,4943,0,0,0,0,"23000","Maine",69271.8,"4.51","hours","16.95","mph"," 1,328,535","13.68",53.1,44
