"YEAR","state","Type_of_Producer","Total","Coal","HydroElectric","Gas","Petroleum","Wind","wood","Nuclear","biomass","Other Gases","Pumped Storage","Geothermal","Other","Solar","GeoFips","GeoName","GdpinMioUSD","SunHours","sunUnit","AvgWindSpeed","UnitWind","Population","EducationIndex","dem_percent","rep_percent"
2005,"NJ","Combined Heat and Power, Electric Power",11364634,3479176,0,7682243,203185,0,0,0,0,31,0,0,0,0,"34000","New Jersey",618579.3,"4.21","hours","14.33","mph"," 8,874,374","13.87",57.3,41.4
2005,"NJ","Combined Heat and Power, Commercial Power",70301,0,0,66910,2972,0,0,0,420,0,0,0,0,0,"34000","New Jersey",618579.3,"4.21","hours","14.33","mph"," 8,874,374","13.87",57.3,41.4
2005,"NM","Total Electric Power Industry",35135642,29947248,164993,4187215,36909,794630,0,0,4647,0,0,0,0,0,"35000","New Mexico",98472.1,"6.77","hours","17.82","mph"," 2,080,085","13.37",54.3,43.5
2005,"NM","Electric Generators, Independent Power Producers",804923,0,0,6508,3785,794630,0,0,0,0,0,0,0,0,"35000","New Mexico",98472.1,"6.77","hours","17.82","mph"," 2,080,085","13.37",54.3,43.5
2005,"NM","Electric Generators, Electric Utilities",33561875,29947248,164993,3417106,32528,0,0,0,0,0,0,0,0,0,"35000","New Mexico",98472.1,"6.77","hours","17.82","mph"," 2,080,085","13.37",54.3,43.5
2005,"NM","Combined Heat and Power, Industrial Power",238697,0,0,238101,596,0,0,0,0,0,0,0,0,0,"35000","New Mexico",98472.1,"6.77","hours","17.82","mph"," 2,080,085","13.37",54.3,43.5
2005,"NM","Combined Heat and Power, Electric Power",478727,0,0,474080,0,0,0,0,4647,0,0,0,0,0,"35000","New Mexico",98472.1,"6.77","hours","17.82","mph"," 2,080,085","13.37",54.3,43.5
2005,"NM","Combined Heat and Power, Commercial Power",51420,0,0,51420,0,0,0,0,0,0,0,0,0,0,"35000","New Mexico",98472.1,"6.77","hours","17.82","mph"," 2,080,085","13.37",54.3,43.5
2005,"NV","Total Electric Power Industry",40213752,18384261,1702380,18835623,20500,0,0,0,0,8281,0,1262707,0,0,"32000","Nevada",170943.8,"6.41","hours","17.43","mph"," 2,761,584","13.20",50.1,47.7
2005,"NV","Electric Generators, Independent Power Producers",13955332,0,0,12692625,0,0,0,0,0,0,0,1262707,0,0,"32000","Nevada",170943.8,"6.41","hours","17.43","mph"," 2,761,584","13.20",50.1,47.7
2005,"NV","Electric Generators, Electric Utilities",24112225,18384261,1702380,4005084,20500,0,0,0,0,0,0,0,0,0,"32000","Nevada",170943.8,"6.41","hours","17.43","mph"," 2,761,584","13.20",50.1,47.7
2005,"NV","Combined Heat and Power, Electric Power",2146195,0,0,2137914,0,0,0,0,0,8281,0,0,0,0,"32000","Nevada",170943.8,"6.41","hours","17.43","mph"," 2,761,584","13.20",50.1,47.7
2005,"NY","Total Electric Power Industry",146887419,20597640,25782518,31872701,24012783,102990,527721,42443152,1357738,0,-780731,0,970907,0,"36000","New York",1724759.1,"3.79","hours","15.57","mph"," 19,594,330","13.69",60.9,37.7
2005,"NY","Electric Generators, Independent Power Producers",90252213,17807896,3967129,10170006,13800734,102990,136555,42443152,1068924,0,0,0,754827,0,"36000","New York",1724759.1,"3.79","hours","15.57","mph"," 19,594,330","13.69",60.9,37.7
2005,"NY","Electric Generators, Electric Utilities",39962653,1108151,21752786,8113145,9769302,0,0,0,0,0,-780731,0,0,0,"36000","New York",1724759.1,"3.79","hours","15.57","mph"," 19,594,330","13.69",60.9,37.7
2005,"NY","Combined Heat and Power, Industrial Power",1525111,734789,59430,278549,211022,0,241321,0,0,0,0,0,0,0,"36000","New York",1724759.1,"3.79","hours","15.57","mph"," 19,594,330","13.69",60.9,37.7
2005,"NY","Combined Heat and Power, Electric Power",14475137,923312,0,13011081,119552,0,149846,0,158028,0,0,0,113319,0,"36000","New York",1724759.1,"3.79","hours","15.57","mph"," 19,594,330","13.69",60.9,37.7
2005,"NY","Combined Heat and Power, Commercial Power",672305,23492,3173,299920,112173,0,0,0,130786,0,0,0,102761,0,"36000","New York",1724759.1,"3.79","hours","15.57","mph"," 19,594,330","13.69",60.9,37.7
2005,"OH","Total Electric Power Industry",156976323,136825598,515744,2695628,1390393,13268,405560,14802733,26761,298339,0,0,2299,0,"39000","Ohio",677561.2,"4.15","hours","16.16","mph"," 11,560,380","13.44",45.2,53.3
2005,"OH","Electric Generators, Independent Power Producers",52817248,35032276,0,1831075,1128638,0,0,14802733,22526,0,0,0,0,0,"39000","Ohio",677561.2,"4.15","hours","16.16","mph"," 11,560,380","13.44",45.2,53.3
2005,"OH","Electric Generators, Electric Utilities",102750838,101302047,515744,665873,253906,13268,0,0,0,0,0,0,0,0,"39000","Ohio",677561.2,"4.15","hours","16.16","mph"," 11,560,380","13.44",45.2,53.3
2005,"OH","Combined Heat and Power, Industrial Power",1080335,491171,0,32624,7849,0,361248,0,4235,180916,0,0,2293,0,"39000","Ohio",677561.2,"4.15","hours","16.16","mph"," 11,560,380","13.44",45.2,53.3
2005,"OH","Combined Heat and Power, Electric Power",327753,0,0,166056,0,0,44273,0,0,117424,0,0,0,0,"39000","Ohio",677561.2,"4.15","hours","16.16","mph"," 11,560,380","13.44",45.2,53.3
2005,"OH","Combined Heat and Power, Commercial Power",149,104,0,0,0,0,39,0,0,0,0,0,6,0,"39000","Ohio",677561.2,"4.15","hours","16.16","mph"," 11,560,380","13.44",45.2,53.3
2005,"OK","Total Electric Power Industry",68607827,36308556,2630361,28590220,70342,847773,289248,0,0,18838,-153825,0,6314,0,"40000","Oklahoma",188056.6,"5.59","hours","16.46","mph"," 3,818,851","13.28",32.3,65.4
2005,"OK","Electric Generators, Independent Power Producers",10281538,0,0,9433765,0,847773,0,0,0,0,0,0,0,0,"40000","Oklahoma",188056.6,"5.59","hours","16.46","mph"," 3,818,851","13.28",32.3,65.4
2005,"OK","Electric Generators, Electric Utilities",54250814,33604628,2630361,18156469,13181,0,0,0,0,0,-153825,0,0,0,"40000","Oklahoma",188056.6,"5.59","hours","16.46","mph"," 3,818,851","13.28",32.3,65.4
2005,"OK","Combined Heat and Power, Industrial Power",1234353,414177,0,449041,56735,0,289248,0,0,18838,0,0,6314,0,"40000","Oklahoma",188056.6,"5.59","hours","16.46","mph"," 3,818,851","13.28",32.3,65.4
2005,"OK","Combined Heat and Power, Electric Power",2822323,2289752,0,532571,0,0,0,0,0,0,0,0,0,0,"40000","Oklahoma",188056.6,"5.59","hours","16.46","mph"," 3,818,851","13.28",32.3,65.4
2005,"OK","Combined Heat and Power, Commercial Power",18799,0,0,18374,425,0,0,0,0,0,0,0,0,0,"40000","Oklahoma",188056.6,"5.59","hours","16.46","mph"," 3,818,851","13.28",32.3,65.4
2005,"OR","Total Electric Power Industry",49325003,3466486,30948345,13190996,78187,734274,768195,0,98043,0,0,0,40477,0,"41000","Oregon",243776.8,"4.03","hours","16.38","mph"," 3,900,343","13.81",56.5,40.4
2005,"OR","Electric Generators, Independent Power Producers",4492799,0,182463,3576062,0,734274,0,0,0,0,0,0,0,0,"41000","Oregon",243776.8,"4.03","hours","16.38","mph"," 3,900,343","13.81",56.5,40.4
2005,"OR","Electric Generators, Electric Utilities",37407039,3463644,30765882,3097591,47427,0,0,0,32495,0,0,0,0,0,"41000","Oregon",243776.8,"4.03","hours","16.38","mph"," 3,900,343","13.81",56.5,40.4
2005,"OR","Combined Heat and Power, Industrial Power",1473147,2842,0,968464,30748,0,457063,0,14031,0,0,0,0,0,"41000","Oregon",243776.8,"4.03","hours","16.38","mph"," 3,900,343","13.81",56.5,40.4
2005,"OR","Combined Heat and Power, Electric Power",5946919,0,0,5543793,0,0,311132,0,51517,0,0,0,40477,0,"41000","Oregon",243776.8,"4.03","hours","16.38","mph"," 3,900,343","13.81",56.5,40.4
2005,"OR","Combined Heat and Power, Commercial Power",5098,0,0,5086,12,0,0,0,0,0,0,0,0,0,"41000","Oregon",243776.8,"4.03","hours","16.38","mph"," 3,900,343","13.81",56.5,40.4
2005,"PA","Total Electric Power Industry",218091125,120933254,2232179,10807750,4939562,284241,687364,76289432,1357703,540065,-711041,0,730615,0,"42000","Pennsylvania",771897.9,"3.91","hours","17.42","mph"," 12,758,729","13.49",50,48.8
2005,"PA","Electric Generators, Independent Power Producers",205815687,114569205,1215977,8102012,4468596,284241,0,76289432,981096,1017,-711041,0,615152,0,"42000","Pennsylvania",771897.9,"3.91","hours","17.42","mph"," 12,758,729","13.49",50,48.8
2005,"PA","Electric Generators, Electric Utilities",1058313,0,1016202,34394,7717,0,0,0,0,0,0,0,0,0,"42000","Pennsylvania",771897.9,"3.91","hours","17.42","mph"," 12,758,729","13.49",50,48.8
2005,"PA","Combined Heat and Power, Industrial Power",3180966,1199080,0,675733,275010,0,488260,0,4022,538861,0,0,0,0,"42000","Pennsylvania",771897.9,"3.91","hours","17.42","mph"," 12,758,729","13.49",50,48.8
2005,"PA","Combined Heat and Power, Electric Power",7628602,5153655,0,1816199,184835,0,199104,0,253066,187,0,0,21556,0,"42000","Pennsylvania",771897.9,"3.91","hours","17.42","mph"," 12,758,729","13.49",50,48.8
2005,"PA","Combined Heat and Power, Commercial Power",407557,11314,0,179412,3405,0,0,0,119519,0,0,0,93908,0,"42000","Pennsylvania",771897.9,"3.91","hours","17.42","mph"," 12,758,729","13.49",50,48.8
2005,"RI","Total Electric Power Industry",6053294,0,6734,5989390,57170,0,0,0,0,0,0,0,0,0,"44000","Rhode Island",60556.3,"4.23","hours","14.91","mph"," 1,053,252","13.58",59.4,38.6
2005,"RI","Electric Generators, Independent Power Producers",5957253,0,6734,5949641,878,0,0,0,0,0,0,0,0,0,"44000","Rhode Island",60556.3,"4.23","hours","14.91","mph"," 1,053,252","13.58",59.4,38.6
2005,"RI","Electric Generators, Electric Utilities",10805,0,0,0,10805,0,0,0,0,0,0,0,0,0,"44000","Rhode Island",60556.3,"4.23","hours","14.91","mph"," 1,053,252","13.58",59.4,38.6
2005,"RI","Combined Heat and Power, Industrial Power",2045,0,0,0,2045,0,0,0,0,0,0,0,0,0,"44000","Rhode Island",60556.3,"4.23","hours","14.91","mph"," 1,053,252","13.58",59.4,38.6
2005,"RI","Combined Heat and Power, Electric Power",18456,0,0,16560,1896,0,0,0,0,0,0,0,0,0,"44000","Rhode Island",60556.3,"4.23","hours","14.91","mph"," 1,053,252","13.58",59.4,38.6
2005,"RI","Combined Heat and Power, Commercial Power",64735,0,0,23190,41546,0,0,0,0,0,0,0,0,0,"44000","Rhode Island",60556.3,"4.23","hours","14.91","mph"," 1,053,252","13.58",59.4,38.6
2005,"SC","Total Electric Power Industry",102514665,39692059,2938147,5414183,618434,0,1725981,53137554,87659,5642,-1198675,0,93680,0,"45000","South Carolina",244881.7,"5.06","hours","15.88","mph"," 4,727,273","13.28",43.4,55.1
2005,"SC","Electric Generators, Independent Power Producers",734879,0,76864,657638,377,0,0,0,0,0,0,0,0,0,"45000","South Carolina",244881.7,"5.06","hours","15.88","mph"," 4,727,273","13.28",43.4,55.1
2005,"SC","Electric Generators, Electric Utilities",99104373,39352428,2858778,4153040,484181,0,272908,53137554,44159,0,-1198675,0,0,0,"45000","South Carolina",244881.7,"5.06","hours","15.88","mph"," 4,727,273","13.28",43.4,55.1
2005,"SC","Combined Heat and Power, Industrial Power",1998225,339631,0,7634,132742,0,1453073,0,0,5642,0,0,59503,0,"45000","South Carolina",244881.7,"5.06","hours","15.88","mph"," 4,727,273","13.28",43.4,55.1
2005,"SC","Combined Heat and Power, Electric Power",595290,0,0,595290,0,0,0,0,0,0,0,0,0,0,"45000","South Carolina",244881.7,"5.06","hours","15.88","mph"," 4,727,273","13.28",43.4,55.1
2005,"SC","Combined Heat and Power, Commercial Power",81898,0,2505,581,1135,0,0,0,43500,0,0,0,34177,0,"45000","South Carolina",244881.7,"5.06","hours","15.88","mph"," 4,727,273","13.28",43.4,55.1
2005,"SD","Total Electric Power Industry",6520769,2996347,3074566,270946,20785,158104,0,0,0,0,0,0,21,0,"46000","South Dakota",54789.4,"5.23","hours","21.32","mph"," 834,708","13.59",35.6,61.8
2005,"SD","Electric Generators, Independent Power Producers",152327,0,0,0,0,152327,0,0,0,0,0,0,0,0,"46000","South Dakota",54789.4,"5.23","hours","21.32","mph"," 834,708","13.59",35.6,61.8
2005,"SD","Electric Generators, Electric Utilities",6368442,2996347,3074566,270946,20785,5777,0,0,0,0,0,0,21,0,"46000","South Dakota",54789.4,"5.23","hours","21.32","mph"," 834,708","13.59",35.6,61.8
2005,"TN","Total Electric Power Industry",97117165,59051476,9309541,531165,230527,3339,694555,27803108,68191,14598,-597935,0,8600,0,"47000","Tennessee",369574.3,"4.45","hours","17.43","mph"," 6,451,365","13.19",37.5,60.7
2005,"TN","Electric Generators, Independent Power Producers",38918,0,0,11653,0,0,0,0,27265,0,0,0,0,0,"47000","Tennessee",369574.3,"4.45","hours","17.43","mph"," 6,451,365","13.19",37.5,60.7
2005,"TN","Electric Generators, Electric Utilities",93942273,57560600,8537997,434043,201121,3339,0,27803108,0,0,-597935,0,0,0,"47000","Tennessee",369574.3,"4.45","hours","17.43","mph"," 6,451,365","13.19",37.5,60.7
2005,"TN","Combined Heat and Power, Industrial Power",3034803,1452969,771544,22205,29406,0,694555,0,40926,14598,0,0,8600,0,"47000","Tennessee",369574.3,"4.45","hours","17.43","mph"," 6,451,365","13.19",37.5,60.7
2005,"TN","Combined Heat and Power, Commercial Power",101171,37907,0,63264,0,0,0,0,0,0,0,0,0,0,"47000","Tennessee",369574.3,"4.45","hours","17.43","mph"," 6,451,365","13.19",37.5,60.7
2005,"TX","Total Electric Power Industry",396668722,148358023,1332560,197665258,1582695,4237209,851698,38232493,246705,3271768,0,0,890313,0,"48000","Texas",1775587.8,"4.92","hours","15.55","mph"," 26,092,033","13.21",46.5,52.1
2005,"TX","Electric Generators, Independent Power Producers",216933078,84527504,44091,89486477,213983,4236153,0,38232493,192377,0,0,0,0,0,"48000","Texas",1775587.8,"4.92","hours","15.55","mph"," 26,092,033","13.21",46.5,52.1
2005,"TX","Electric Generators, Electric Utilities",95187030,61275542,1288469,32324018,68365,1056,0,0,0,0,0,0,229580,0,"48000","Texas",1775587.8,"4.92","hours","15.55","mph"," 26,092,033","13.21",46.5,52.1
2005,"TX","Combined Heat and Power, Industrial Power",39282489,2554977,0,33421283,136070,0,851698,0,20583,1649793,0,0,648086,0,"48000","Texas",1775587.8,"4.92","hours","15.55","mph"," 26,092,033","13.21",46.5,52.1
2005,"TX","Combined Heat and Power, Electric Power",44758580,0,0,41959712,1162278,0,0,0,2707,1621976,0,0,11908,0,"48000","Texas",1775587.8,"4.92","hours","15.55","mph"," 26,092,033","13.21",46.5,52.1
2005,"TX","Combined Heat and Power, Commercial Power",507544,0,0,473768,2000,0,0,0,31038,0,0,0,739,0,"48000","Texas",1775587.8,"4.92","hours","15.55","mph"," 26,092,033","13.21",46.5,52.1
2005,"US-TOTAL","Total Electric Power Industry",4055422750,2012873046,270321255,760960254,122225017,17810549,38856417,781986365,15420393,13464144,-6557788,14691745,12821059,550294,0,0,0,0,0,0,0,0,0,0,0
2005,"US-TOTAL","Electric Generators, Independent Power Producers",1246971382,470657714,21476752,314970162,41485141,16764286,6667958,345690328,10760905,2654,-1174337,13565693,5569426,534701,0,0,0,0,0,0,0,0,0,0,0
2005,"US-TOTAL","Electric Generators, Electric Utilities",2474845558,1484855188,245553417,238203738,69722196,1046263,1828587,436296037,928891,9810,-5383451,1126052,643237,15593,0,0,0,0,0,0,0,0,0,0,0
2005,"US-TOTAL","Combined Heat and Power, Industrial Power",144739193,19466106,3195441,72882307,5368360,0,28270534,0,732553,9686987,0,0,5136905,0,0,0,0,0,0,0,0,0,0,0,0
2005,"US-TOTAL","Combined Heat and Power, Electric Power",180374953,36540976,9608,130655024,5274517,0,2073341,0,1341289,3764692,0,0,715505,0,0,0,0,0,0,0,0,0,0,0,0
2005,"US-TOTAL","Combined Heat and Power, Commercial Power",8491664,1353062,86037,4249023,374803,0,15997,0,1656755,0,0,0,755987,0,0,0,0,0,0,0,0,0,0,0,0
2005,"UT","Total Electric Power Industry",38165131,35970405,784463,1177501,40909,0,0,0,3948,0,0,184802,3102,0,"49000","Utah",197561.9,"5.26","hours","18.26","mph"," 2,858,111","13.91",37.6,58.1
2005,"UT","Electric Generators, Independent Power Producers",705923,415939,13684,275636,664,0,0,0,0,0,0,0,0,0,"49000","Utah",197561.9,"5.26","hours","18.26","mph"," 2,858,111","13.91",37.6,58.1
2005,"UT","Electric Generators, Electric Utilities",36695193,34824862,770779,874505,40245,0,0,0,0,0,0,184802,0,0,"49000","Utah",197561.9,"5.26","hours","18.26","mph"," 2,858,111","13.91",37.6,58.1
2005,"UT","Combined Heat and Power, Industrial Power",736829,729604,0,7225,0,0,0,0,0,0,0,0,0,0,"49000","Utah",197561.9,"5.26","hours","18.26","mph"," 2,858,111","13.91",37.6,58.1
2005,"UT","Combined Heat and Power, Electric Power",7051,0,0,0,0,0,0,0,3948,0,0,0,3102,0,"49000","Utah",197561.9,"5.26","hours","18.26","mph"," 2,858,111","13.91",37.6,58.1
2005,"UT","Combined Heat and Power, Commercial Power",20135,0,0,20135,0,0,0,0,0,0,0,0,0,0,"49000","Utah",197561.9,"5.26","hours","18.26","mph"," 2,858,111","13.91",37.6,58.1
2005,"VA","Total Electric Power Industry",78943045,35424875,1484353,8294770,4264659,0,1802693,27918481,695203,0,-1420823,0,478834,0,"51000","Virginia",549535.8,"4.13","hours","19.32","mph"," 8,185,131","13.94",54.1,44
2005,"VA","Electric Generators, Independent Power Producers",5278554,1299189,79966,3025473,175472,0,0,0,434043,0,0,0,264411,0,"51000","Virginia",549535.8,"4.13","hours","19.32","mph"," 8,185,131","13.94",54.1,44
2005,"VA","Electric Generators, Electric Utilities",65456080,28803324,1391152,4414479,3809135,0,540332,27918481,0,0,-1420823,0,0,0,"51000","Virginia",549535.8,"4.13","hours","19.32","mph"," 8,185,131","13.94",54.1,44
2005,"VA","Combined Heat and Power, Industrial Power",2567909,820403,13235,313506,97381,0,1262361,0,43499,0,0,0,17525,0,"51000","Virginia",549535.8,"4.13","hours","19.32","mph"," 8,185,131","13.94",54.1,44
2005,"VA","Combined Heat and Power, Electric Power",5251187,4501959,0,541313,182035,0,0,0,0,0,0,0,25881,0,"51000","Virginia",549535.8,"4.13","hours","19.32","mph"," 8,185,131","13.94",54.1,44
2005,"VA","Combined Heat and Power, Commercial Power",389315,0,0,0,636,0,0,0,217661,0,0,0,171018,0,"51000","Virginia",549535.8,"4.13","hours","19.32","mph"," 8,185,131","13.94",54.1,44
2005,"VT","Total Electric Power Industry",5716755,0,1210811,2240,10179,11486,410491,4071547,0,0,0,0,0,0,"50000","Vermont",33435,"4.13","hours","18.07","mph"," 626,358","14.01",66.1,30.7
2005,"VT","Electric Generators, Independent Power Producers",5013151,0,773977,0,0,0,167627,4071547,0,0,0,0,0,0,"50000","Vermont",33435,"4.13","hours","18.07","mph"," 626,358","14.01",66.1,30.7
2005,"VT","Electric Generators, Electric Utilities",673607,0,415691,2240,10179,11486,234011,0,0,0,0,0,0,0,"50000","Vermont",33435,"4.13","hours","18.07","mph"," 626,358","14.01",66.1,30.7
2005,"VT","Combined Heat and Power, Industrial Power",29997,0,21143,0,0,0,8853,0,0,0,0,0,0,0,"50000","Vermont",33435,"4.13","hours","18.07","mph"," 626,358","14.01",66.1,30.7
2005,"WA","Total Electric Power Industry",101965850,10494407,72074649,8578546,67295,498470,1424802,8242273,190390,321724,8473,0,64822,0,"53000","Washington",604253.8,"3.57","hours","15.03","mph"," 6,899,123","13.94",58,38.8
2005,"WA","Electric Generators, Independent Power Producers",15286762,10474438,128543,4170547,8742,351122,0,0,88548,0,0,0,64822,0,"53000","Washington",604253.8,"3.57","hours","15.03","mph"," 6,899,123","13.94",58,38.8
2005,"WA","Electric Generators, Electric Utilities",83152928,0,71894440,2155528,2416,147348,620298,8242273,82152,0,8473,0,0,0,"53000","Washington",604253.8,"3.57","hours","15.03","mph"," 6,899,123","13.94",58,38.8
2005,"WA","Combined Heat and Power, Industrial Power",936861,19969,2386,41115,55086,0,804504,0,13801,0,0,0,0,0,"53000","Washington",604253.8,"3.57","hours","15.03","mph"," 6,899,123","13.94",58,38.8
2005,"WA","Combined Heat and Power, Electric Power",2516565,0,0,2188826,126,0,0,0,5889,321724,0,0,0,0,"53000","Washington",604253.8,"3.57","hours","15.03","mph"," 6,899,123","13.94",58,38.8
2005,"WA","Combined Heat and Power, Commercial Power",72734,0,49280,22529,925,0,0,0,0,0,0,0,0,0,"53000","Washington",604253.8,"3.57","hours","15.03","mph"," 6,899,123","13.94",58,38.8
2005,"WI","Total Electric Power Industry",61824664,41729313,1740219,6386794,746510,92544,740350,9920991,348759,0,0,0,119183,0,"55000","Wisconsin",337714,"4.29","hours","18.40","mph"," 5,724,692","13.63",49.4,48.8
2005,"WI","Electric Generators, Independent Power Producers",3211634,65044,31356,2810278,5065,55263,0,0,244628,0,0,0,0,0,"55000","Wisconsin",337714,"4.29","hours","18.40","mph"," 5,724,692","13.63",49.4,48.8
2005,"WI","Electric Generators, Electric Utilities",55169108,40506086,1498881,2450224,470219,37281,142108,9920991,51010,0,0,0,92308,0,"55000","Wisconsin",337714,"4.29","hours","18.40","mph"," 5,724,692","13.63",49.4,48.8
2005,"WI","Combined Heat and Power, Industrial Power",2486814,1107658,202582,272060,263035,0,597805,0,19552,0,0,0,24123,0,"55000","Wisconsin",337714,"4.29","hours","18.40","mph"," 5,724,692","13.63",49.4,48.8
2005,"WI","Combined Heat and Power, Electric Power",793073,0,0,780834,8051,0,0,0,4188,0,0,0,0,0,"55000","Wisconsin",337714,"4.29","hours","18.40","mph"," 5,724,692","13.63",49.4,48.8
2005,"WI","Combined Heat and Power, Commercial Power",164035,50526,7400,73398,141,0,437,0,29381,0,0,0,2752,0,"55000","Wisconsin",337714,"4.29","hours","18.40","mph"," 5,724,692","13.63",49.4,48.8
2005,"WV","Total Electric Power Industry",93626285,91417003,1447566,287092,223293,153892,460,0,253,85511,0,0,11215,0,"54000","West Virginia",75855,"3.65","hours","18.72","mph"," 1,853,881","12.84",29.7,68.6
2005,"WV","Electric Generators, Independent Power Producers",30556310,29750059,419975,208109,24275,153892,0,0,0,0,0,0,0,0,"54000","West Virginia",75855,"3.65","hours","18.72","mph"," 1,853,881","12.84",29.7,68.6
2005,"WV","Electric Generators, Electric Utilities",61241831,60581576,471916,3215,173196,0,460,0,253,0,0,0,11215,0,"54000","West Virginia",75855,"3.65","hours","18.72","mph"," 1,853,881","12.84",29.7,68.6
2005,"WV","Combined Heat and Power, Industrial Power",1360885,620496,555675,73381,25822,0,0,0,0,85511,0,0,0,0,"54000","West Virginia",75855,"3.65","hours","18.72","mph"," 1,853,881","12.84",29.7,68.6
2005,"WV","Combined Heat and Power, Electric Power",467260,464873,0,2387,0,0,0,0,0,0,0,0,0,0,"54000","West Virginia",75855,"3.65","hours","18.72","mph"," 1,853,881","12.84",29.7,68.6
2005,"WY","Total Electric Power Industry",45567307,43345676,808375,324981,42305,717264,0,0,0,263586,0,0,65120,0,"56000","Wyoming",36323.5,"6.06","hours","20.88","mph"," 575,251","13.70",26.6,69.9
2005,"WY","Electric Generators, Independent Power Producers",702248,0,0,0,0,702248,0,0,0,0,0,0,0,0,"56000","Wyoming",36323.5,"6.06","hours","20.88","mph"," 575,251","13.70",26.6,69.9
2005,"WY","Electric Generators, Electric Utilities",44031568,43112061,808375,55805,40311,15016,0,0,0,0,0,0,0,0,"56000","Wyoming",36323.5,"6.06","hours","20.88","mph"," 575,251","13.70",26.6,69.9
2005,"WY","Combined Heat and Power, Industrial Power",833491,233615,0,269176,1994,0,0,0,0,263586,0,0,65120,0,"56000","Wyoming",36323.5,"6.06","hours","20.88","mph"," 575,251","13.70",26.6,69.9
2006,"AK","Total Electric Power Industry",6674197,617419,1223607,4057730,767988,788,516,0,6149,0,0,0,0,0,"02000","Alaska",49820,"3.99","hours","16.35","mph"," 728,300","13.81",42.8,52.8
2006,"AK","Electric Generators, Electric Utilities",6068520,209952,1223607,3939921,694252,788,0,0,0,0,0,0,0,0,"02000","Alaska",49820,"3.99","hours","16.35","mph"," 728,300","13.81",42.8,52.8
2006,"AK","Combined Heat and Power, Industrial Power",187760,0,0,117809,63802,0,0,0,6149,0,0,0,0,0,"02000","Alaska",49820,"3.99","hours","16.35","mph"," 728,300","13.81",42.8,52.8
2006,"AK","Combined Heat and Power, Electric Power",187376,187376,0,0,0,0,0,0,0,0,0,0,0,0,"02000","Alaska",49820,"3.99","hours","16.35","mph"," 728,300","13.81",42.8,52.8
2006,"AK","Combined Heat and Power, Commercial Power",230541,220091,0,0,9934,0,516,0,0,0,0,0,0,0,"02000","Alaska",49820,"3.99","hours","16.35","mph"," 728,300","13.81",42.8,52.8
2006,"AL","Total Electric Power Industry",140895441,78108668,7251786,19407222,180166,0,3865010,31911096,19452,131109,0,0,20933,0,"01000","Alabama",226896.5,"4.23","hours","14.70","mph"," 4,817,678","13.12",36.6,62
2006,"AL","Electric Generators, Independent Power Producers",7103396,0,0,7098975,2674,0,0,0,0,0,0,0,1747,0,"01000","Alabama",226896.5,"4.23","hours","14.70","mph"," 4,817,678","13.12",36.6,62
2006,"AL","Electric Generators, Electric Utilities",124365180,77664239,7251786,7450174,87885,0,0,31911096,0,0,0,0,0,0,"01000","Alabama",226896.5,"4.23","hours","14.70","mph"," 4,817,678","13.12",36.6,62
2006,"AL","Combined Heat and Power, Industrial Power",4743686,237907,0,587875,89607,0,3658551,0,19452,131109,0,0,19186,0,"01000","Alabama",226896.5,"4.23","hours","14.70","mph"," 4,817,678","13.12",36.6,62
2006,"AL","Combined Heat and Power, Electric Power",4683179,206522,0,4270197,0,0,206459,0,0,0,0,0,0,0,"01000","Alabama",226896.5,"4.23","hours","14.70","mph"," 4,817,678","13.12",36.6,62
2006,"AR","Total Electric Power Industry",52168703,24183050,1550558,9282386,160743,0,1689379,15232577,33426,0,14719,0,21865,0,"05000","Arkansas",130750.7,"4.69","hours","16.44","mph"," 2,947,036","12.99",34.8,62.4
2006,"AR","Electric Generators, Independent Power Producers",6966391,0,0,6958984,0,0,0,0,7407,0,0,0,0,0,"05000","Arkansas",130750.7,"4.69","hours","16.44","mph"," 2,947,036","12.99",34.8,62.4
2006,"AR","Electric Generators, Electric Utilities",42068467,24095405,1550558,1039917,135291,0,0,15232577,0,0,14719,0,0,0,"05000","Arkansas",130750.7,"4.69","hours","16.44","mph"," 2,947,036","12.99",34.8,62.4
2006,"AR","Combined Heat and Power, Industrial Power",1979099,87645,0,152452,25452,0,1689379,0,2306,0,0,0,21865,0,"05000","Arkansas",130750.7,"4.69","hours","16.44","mph"," 2,947,036","12.99",34.8,62.4
2006,"AR","Combined Heat and Power, Electric Power",1150978,0,0,1130539,0,0,0,0,20439,0,0,0,0,0,"05000","Arkansas",130750.7,"4.69","hours","16.44","mph"," 2,947,036","12.99",34.8,62.4
2006,"AR","Combined Heat and Power, Commercial Power",3768,0,0,494,0,0,0,0,3274,0,0,0,0,0,"05000","Arkansas",130750.7,"4.69","hours","16.44","mph"," 2,947,036","12.99",34.8,62.4
2006,"AZ","Total Electric Power Industry",104392528,40442855,6792904,32869047,73371,0,8240,24012231,32193,0,148552,0,0,13134,"04000","Arizona",373719,"6.57","hours","15.92","mph"," 6,561,516","13.50",49.4,49.1
2006,"AZ","Electric Generators, Independent Power Producers",17616522,0,0,17608282,0,0,8240,0,0,0,0,0,0,0,"04000","Arizona",373719,"6.57","hours","15.92","mph"," 6,561,516","13.50",49.4,49.1
